dd/mm/yyyy,hh:mm:ss GMT,Series,Track,Laps
07/12/14,21:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
07/12/14,22:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
07/12/14,23:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,00:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,01:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,02:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,03:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,04:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,05:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,06:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,07:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,08:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,09:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,10:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,11:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,12:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,13:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,14:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,15:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,16:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,17:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,18:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,19:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,20:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,21:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,22:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
08/12/14,23:15:00,NASCAR iRacing Class C trucks Fixed,Auto Club Speedway,30
25/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
25/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
26/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
27/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
28/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
29/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
30/11/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,00:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,02:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,04:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,06:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,08:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,10:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,12:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,14:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,16:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,18:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,20:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
01/12/14,22:45:00,NASCAR iRacing Class A Fixed,Watkins Glen International – Cup,15
02/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
02/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
03/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
04/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
05/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
06/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
07/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,00:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,02:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,04:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,06:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,08:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,10:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,12:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,14:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,16:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,18:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,20:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
08/12/14,22:45:00,NASCAR iRacing Class A Fixed,Richmond International Raceway,55
25/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
25/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
26/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
27/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
28/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
29/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
30/11/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,00:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,02:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,04:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,06:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,08:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,10:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,12:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,14:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,16:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,18:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,20:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
01/12/14,22:30:00,NASCAR iRacing Class A,Watkins Glen International – Cup,30
02/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,02:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,04:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,06:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,08:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,10:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,12:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,14:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,16:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,18:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,20:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
02/12/14,22:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,02:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,04:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,06:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,08:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,10:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,12:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,14:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,16:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,18:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,20:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
03/12/14,22:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,02:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,04:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,06:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,08:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,10:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,12:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,14:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,16:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,18:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,20:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
04/12/14,22:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,02:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,04:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,06:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,08:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,10:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,12:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,14:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,16:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,18:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,20:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
05/12/14,22:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,02:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,04:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,06:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,08:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,10:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,12:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,14:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,16:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,18:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,20:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
06/12/14,22:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
07/12/14,00:30:00,NASCAR iRacing Class A,Richmond International Raceway,110
